,Index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream
0,0.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,Feel Good Inc.,Demon Days,album,spotify:track:0d28khcov6AiegSCpG5TuT,0.818,0.705,6.0,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640.0,https://www.youtube.com/watch?v=HyHNuVaZJ-k,Gorillaz - Feel Good Inc. (Official Video),Gorillaz,693555221.0,6220896.0,169907.0,True,True,1040234854.0
1,1.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,Rhinestone Eyes,Plastic Beach,album,spotify:track:1foMv2HQwfQ2vntFf9HFeG,0.676,0.703,8.0,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,200173.0,https://www.youtube.com/watch?v=yYDmaexVHic,Gorillaz - Rhinestone Eyes [Storyboard Film] (Official Music Video),Gorillaz,72011645.0,1079128.0,31003.0,True,True,310083733.0
2,2.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,spotify:track:64dLd6rVqDLtkXFYrEUHIU,0.695,0.923,1.0,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150.0,https://www.youtube.com/watch?v=qJa-VFwPpYA,Gorillaz - New Gold ft. Tame Impala & Bootie Brown (Official Visualiser),Gorillaz,8435055.0,282142.0,7399.0,True,True,63063467.0
3,3.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,On Melancholy Hill,Plastic Beach,album,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,0.689,0.739,2.0,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867.0,https://www.youtube.com/watch?v=04mfKJWDSzI,Gorillaz - On Melancholy Hill (Official Video),Gorillaz,211754952.0,1788577.0,55229.0,True,True,434663559.0
4,4.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,Clint Eastwood,Gorillaz,album,spotify:track:7yMiX7n9SBvadzox8T5jzT,0.663,0.694,10.0,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,340920.0,https://www.youtube.com/watch?v=1V_xRb0x9aw,Gorillaz - Clint Eastwood (Official Video),Gorillaz,618480958.0,6197318.0,155930.0,True,True,617259738.0
5,5.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,DARE,Demon Days,album,spotify:track:4Hff1IjRbLGeLgFgxvHflk,0.76,0.891,11.0,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000.0,https://www.youtube.com/watch?v=uAOR6ib95kQ,Gorillaz - DARE (Official Video),Gorillaz,259021161.0,1844658.0,72008.0,True,True,323850327.0
6,6.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],single,spotify:track:2c3KCGq6UojB2c8UAFrRON,0.716,0.897,4.0,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,274142.0,https://www.youtube.com/watch?v=BONNm0F7Tto,"Gorillaz - New Gold ft. Tame Impala, Bootie Brown (Dom Dolla Remix) (Official Live Video)",Dom Dolla,451996.0,11686.0,241.0,False,True,10666154.0
7,7.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,She's My Collar (feat. Kali Uchis),Humanz (Deluxe),album,spotify:track:3lIxtCaROdRDuTnNBDm3n2,0.726,0.815,11.0,-5.886,0.0313,0.00799,0.081,0.112,0.462,140.158,209560.0,https://www.youtube.com/watch?v=f8NwLXYIHS4,Gorillaz - She's My Collar [HQ],SalvaMuñox,1010982.0,17675.0,260.0,False,False,159605929.0
8,8.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),single,spotify:track:2W3ZpQg9i6lE6kmHbcdu9N,0.741,0.913,2.0,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,213750.0,https://www.youtube.com/watch?v=S03T47hapAc,Gorillaz - Cracker Island ft. Thundercat (Official Video),Gorillaz,24459820.0,739527.0,20296.0,True,True,42671901.0
9,9.0,Gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,Dirty Harry,Demon Days,album,spotify:track:2bfGNzdiRa1jXZRdfssSzR,0.625,0.877,10.0,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,230426.0,https://www.youtube.com/watch?v=cLnkQAeMbIM,Gorillaz - Dirty Harry (Official Video),Gorillaz,154761056.0,1386920.0,39240.0,True,True,191074713.0
10,10.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Californication,Californication (Deluxe Edition),album,spotify:track:48UPSzbZjgc449aqz8bxox,0.592,0.767,9.0,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,329733.0,https://www.youtube.com/watch?v=YlUKcNNmywk,Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],Red Hot Chili Peppers,1018811259.0,4394471.0,121452.0,True,True,1055738398.0
11,11.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),album,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4.0,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307.0,https://www.youtube.com/watch?v=GLvohMXgcBo,Red Hot Chili Peppers - Under The Bridge [Official Music Video],Red Hot Chili Peppers,246687714.0,1213572.0,32761.0,True,True,1061750522.0
12,12.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Can't Stop,By the Way (Deluxe Edition),album,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9.0,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,269000.0,https://www.youtube.com/watch?v=8DyziWtkfBw,Red Hot Chili Peppers - Can't Stop [Official Music Video],Red Hot Chili Peppers,336635759.0,1740224.0,32573.0,True,True,866464951.0
13,13.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Scar Tissue,Californication (Deluxe Edition),album,spotify:track:1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0.0,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907.0,https://www.youtube.com/watch?v=mzJj5-lubeM,Red Hot Chili Peppers - Scar Tissue [Official Music Video],Red Hot Chili Peppers,435121530.0,1890900.0,37069.0,True,True,613838674.0
14,14.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Otherside,Californication (Deluxe Edition),album,spotify:track:64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0.0,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,https://www.youtube.com/watch?v=rn_YodiJO6k,Red Hot Chili Peppers - Otherside [Official Music Video],Red Hot Chili Peppers,673528656.0,3140356.0,60091.0,True,True,732774515.0
15,15.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Snow (Hey Oh),Stadium Arcadium,album,spotify:track:2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11.0,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667.0,https://www.youtube.com/watch?v=yuFI5KSPAt4,Red Hot Chili Peppers - Snow (Hey Oh) (Official Music Video),Red Hot Chili Peppers,320871237.0,1272266.0,37004.0,True,True,860722316.0
16,16.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Dani California,Stadium Arcadium,album,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0.0,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0,https://www.youtube.com/watch?v=Sb5aq5HcS1A,Red Hot Chili Peppers - Dani California [Official Music Video],Red Hot Chili Peppers,324228662.0,1456622.0,49461.0,True,True,550067391.0
17,17.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,By the Way,By the Way (Deluxe Edition),album,spotify:track:1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0.0,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,216933.0,https://www.youtube.com/watch?v=JnfyjwChuNU,Red Hot Chili Peppers - By The Way [Official Music Video],Red Hot Chili Peppers,179005296.0,784717.0,20084.0,True,True,367485508.0
18,18.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Give It Away,Blood Sugar Sex Magik (Deluxe Edition),album,spotify:track:0uppYCG86ajpV2hSR3dJJ0,0.666,0.936,7.0,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,282907.0,https://www.youtube.com/watch?v=Mr_uHJPUlO8,Red Hot Chili Peppers - Give It Away [Official Music Video],Red Hot Chili Peppers,86637926.0,434837.0,16029.0,True,True,301947159.0
19,19.0,Red Hot Chili Peppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,Dark Necessities,The Getaway,album,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,5.0,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000.0,https://www.youtube.com/watch?v=Q0oIoR9mLwc,Red Hot Chili Peppers - Dark Necessities [Official Music Video],Red Hot Chili Peppers,440037964.0,2094182.0,56516.0,True,True,385677873.0
20,20.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,In Da Club,Get Rich Or Die Tryin',album,spotify:track:4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6.0,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,https://www.youtube.com/watch?v=5qm8PH4xAss,50 Cent - In Da Club (Official Music Video),50CentVEVO,1682616458.0,10481678.0,296745.0,True,True,1041736808.0
21,21.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Candy Shop,The Massacre,album,spotify:track:5D2mYZuzcgjpchVY1pmTPh,0.614,0.574,11.0,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107.0,https://www.youtube.com/watch?v=SRcnnId15BA,50 Cent - Candy Shop (Official Music Video) ft. Olivia,50CentVEVO,838974650.0,5014527.0,113251.0,True,True,701248893.0
22,22.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Just A Lil Bit,The Massacre,album,spotify:track:4nva9EpKntUTs6CRSGBCn9,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,https://www.youtube.com/watch?v=GllEDACUbNo,50 Cent - Just A Lil Bit,50CentVEVO,476133463.0,2523312.0,42075.0,True,True,395155110.0
23,23.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,P.I.M.P.,Get Rich Or Die Tryin',album,spotify:track:2D1hlMwWWXpkc3CZJ5U351,0.7,0.758,10.0,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,https://www.youtube.com/watch?v=UDApZhXTpH8,"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit",50CentVEVO,572659065.0,3334710.0,60552.0,True,True,541728561.0
24,24.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Many Men (Wish Death),Get Rich Or Die Tryin',album,spotify:track:2I9foKseoFQh07p6sD2voE,0.653,0.826,6.0,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227.0,https://www.youtube.com/watch?v=5D3crqpClPY,50 Cent - Many Men (Wish Death) (Dirty Version),50CentVEVO,441155628.0,2765887.0,84117.0,True,True,332175400.0
25,25.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Disco Inferno,The Massacre,album,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,0.925,0.659,3.0,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,https://www.youtube.com/watch?v=GNqYWkiBHHw,50 Cent - Disco Inferno (Official Music Video),50CentVEVO,39825951.0,382791.0,12038.0,True,True,202477187.0
26,26.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,21 Questions,Get Rich Or Die Tryin',album,spotify:track:41bIQPBE1lFN0mmw6Lmssz,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,https://www.youtube.com/watch?v=cDMhlvbOFaM,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,50CentVEVO,503248572.0,2759199.0,54805.0,True,True,446003044.0
27,27.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,spotify:track:7rK0iM6jwuo1oizdx8suQA,0.853,0.776,8.0,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,212013.0,https://www.youtube.com/watch?v=Zl64MRAqQxk,"Eminem, 50 Cent - Is This Love ('09) [Visualizer]",EminemVEVO,5289821.0,245935.0,9008.0,True,True,28529840.0
28,28.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,If I Can't,Get Rich Or Die Tryin',album,spotify:track:7JeKXMQKm6GoLGTkNy2jZ0,0.892,0.631,11.0,-2.522,0.302,0.244,0.0,0.0235,0.838,93.975,196640.0,https://www.youtube.com/watch?v=_vUC0-V2k1E,50 Cent - If I Can't (Official Music Video),Wu Sound,46096.0,612.0,14.0,False,False,210473579.0
29,29.0,50 Cent,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,Best Friend - Remix,Best Friend (Remix),single,spotify:track:1wI3UvluGGKUeFeVFsP9do,0.545,0.64,10.0,-3.529,0.308,0.368,0.0,0.111,0.574,181.733,254493.0,https://www.youtube.com/watch?v=UQNLDwQYDDg,50 Cent-Best Friend(Remix),Lightning,291023.0,5729.0,46.0,False,False,160037992.0
30,30.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Enter Sandman (Remastered),Metallica (Remastered),album,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,0.566,0.834,6.0,-8.412,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560.0,https://www.youtube.com/watch?v=CD-E-LDc384,Metallica: Enter Sandman (Official Music Video),Metallica,573553706.0,2828795.0,81335.0,True,True,
31,31.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Nothing Else Matters (Remastered),Metallica (Remastered),album,spotify:track:2CtemffYhT0DJWcT1XW047,0.547,0.394,4.0,-9.793,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733.0,https://www.youtube.com/watch?v=tAGnKpE4NCI,Metallica: Nothing Else Matters (Official Music Video),Metallica,1209806093.0,5127599.0,135946.0,True,True,
32,32.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),album,spotify:track:54bm2e3tk8cliUz3VSdCPZ,0.539,0.828,4.0,-9.108,0.035,0.00067,0.421,0.154,0.562,105.25,515387.0,https://www.youtube.com/watch?v=E0ozmU9cJDg,Master of Puppets (Remastered),Metallica - Topic,20762910.0,293409.0,1703.0,True,True,
33,33.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Whiskey In The Jar,"Garage, Inc.",album,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,0.511,0.972,10.0,-3.751,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,304893.0,https://www.youtube.com/watch?v=wsrvmNtWU4E,Metallica - Whiskey In The Jar (Official Music Video),Warner Records Vault,107553434.0,429797.0,12074.0,False,False,327681785.0
34,34.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,The Unforgiven (Remastered),Metallica (Remastered),album,spotify:track:7lwvxYumAEo10lzAplRGXM,0.531,0.583,7.0,-9.47,0.0256,0.0184,0.00624,0.255,0.207,139.503,387160.0,https://www.youtube.com/watch?v=Ckom3gf57Yw,Metallica - The Unforgiven (Official Music Video),Warner Records Vault,426125708.0,1781690.0,46392.0,False,False,
35,35.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,One (Remastered),...And Justice for All (Remastered Deluxe Box Set),album,spotify:track:0LAcM6I7ijW4VVW0aytl1t,0.438,0.687,7.0,-9.15,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146.0,https://www.youtube.com/watch?v=oTS5cPTqFWM,Metallica - One (Official Music Video) [Remastered in HD],"No Music, No Life !",524.0,18.0,1.0,False,False,
36,36.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,For Whom The Bell Tolls (Remastered),Ride The Lightning (Deluxe Remaster),album,spotify:track:51YZAJhOwIC5Gg3jMbAmhZ,0.512,0.86,0.0,-6.145,0.0703,0.00631,0.00528,0.0652,0.258,117.909,309973.0,https://www.youtube.com/watch?v=B_HSa1dEL9s,For Whom The Bell Tolls (Remastered),Metallica - Topic,23666398.0,274106.0,667.0,True,True,
37,37.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Lux Æterna,Lux Æterna,single,spotify:track:3pwmJJRlr8nXNN9PFD18np,0.386,0.996,11.0,-2.96,0.0754,1.15e-05,0.000836,0.116,0.188,130.573,205680.0,https://www.youtube.com/watch?v=_u-7rWKnVVo,Metallica: Lux Æterna (Official Music Video),Metallica,14937918.0,473751.0,46230.0,True,True,20061385.0
38,38.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Sad But True (Remastered),Metallica (Remastered),album,spotify:track:5UaDi8KzCGJqFfVAOBfXhi,0.624,0.876,7.0,-6.005,0.0342,0.000926,0.00164,0.0561,0.453,89.24,324600.0,https://www.youtube.com/watch?v=A8MO7fkZc5o,Metallica: Sad But True (Official Music Video),Metallica,72737062.0,418124.0,15110.0,True,True,
39,39.0,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,Screaming Suicide,Screaming Suicide,single,spotify:track:6ZCh9hBeFzMIPycRnyPqZT,0.425,0.972,4.0,-3.448,0.045,2.42e-05,0.0202,0.239,0.282,101.125,330453.0,https://www.youtube.com/watch?v=ZDyDpdFZHBo,Metallica: Screaming Suicide (Official Music Video),Metallica,4317758.0,217109.0,17225.0,True,True,3905429.0
40,40.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Yellow,Parachutes,album,spotify:track:3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11.0,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,https://www.youtube.com/watch?v=yKNxeF4KMsY,Coldplay - Yellow (Official Video),Coldplay,832532409.0,4600933.0,118296.0,True,True,1483622308.0
41,41.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida,Viva La Vida or Death and All His Friends,album,spotify:track:1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5.0,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,https://www.youtube.com/watch?v=dvgZkm1xWPE,Coldplay - Viva La Vida (Official Video),Coldplay,789581468.0,4370461.0,261790.0,True,True,1325575712.0
42,42.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Sparks,Parachutes,album,spotify:track:7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,1.0,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,227093.0,https://www.youtube.com/watch?v=1aokooixKIo,Sparks,Coldplay - Topic,73201019.0,787343.0,1637.0,True,True,475353044.0
43,43.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Something Just Like This,Memories...Do Not Open,album,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11.0,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,https://www.youtube.com/watch?v=FM7MFYoylVs,The Chainsmokers & Coldplay - Something Just Like This (Lyric),ChainsmokersVEVO,2118018686.0,10282499.0,270444.0,True,True,2030825694.0
44,44.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,The Scientist,A Rush of Blood to the Head,album,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5.0,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600.0,https://www.youtube.com/watch?v=RB-RcX5DS5A,Coldplay - The Scientist (Official 4K Video),Coldplay,1082588109.0,5532787.0,124357.0,True,True,1465980600.0
45,45.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,A Sky Full of Stars,Ghost Stories,album,spotify:track:0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6.0,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867.0,https://www.youtube.com/watch?v=VPRjCeoBqrI,Coldplay - A Sky Full Of Stars (Official Video),Coldplay,786404613.0,3741300.0,79974.0,True,True,1021782403.0
46,46.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Paradise,Mylo Xyloto,album,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,https://www.youtube.com/watch?v=1G4isv_Fylg,Coldplay - Paradise (Official Video),Coldplay,1665814269.0,8497224.0,343020.0,True,True,927288329.0
47,47.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Hymn for the Weekend,A Head Full of Dreams,album,spotify:track:3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0.0,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267.0,https://www.youtube.com/watch?v=YykjpeuMNEk,Coldplay - Hymn For The Weekend (Official Video),Coldplay,1828242112.0,13515772.0,377666.0,True,True,1049654852.0
48,48.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,My Universe,Music Of The Spheres,album,spotify:track:46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1.0,-6.268,0.0406,0.0114,0.0,0.328,0.47,105.006,226198.0,https://www.youtube.com/watch?v=3YqPKLZF_WU,Coldplay X BTS - My Universe (Official Video),Coldplay,254655970.0,8867547.0,432726.0,True,True,883224238.0
49,49.0,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Fix You,X&Y,album,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3.0,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,295533.0,https://www.youtube.com/watch?v=k4V3Mo61fJM,Coldplay - Fix You (Official Video),Coldplay,566239229.0,2962029.0,114460.0,True,True,1115171056.0
50,50.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,spotify:track:2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6.0,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413.0,https://www.youtube.com/watch?v=CCHdMIEGaaM,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867.0,956073.0,19646.0,False,False,844698895.0
51,51.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,One More Time,Discovery,album,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.613,0.697,2.0,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,320357.0,https://www.youtube.com/watch?v=FGBhQbmPwH8,Daft Punk - One More Time (Official Video),Daft Punk,432177586.0,2707992.0,110189.0,True,True,471747761.0
52,52.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Instant Crush (feat. Julian Casablancas),Random Access Memories,album,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,10.0,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942,337560.0,https://www.youtube.com/watch?v=a5uQMwRMHcs,Daft Punk - Instant Crush (Video) ft. Julian Casablancas,DaftPunkVEVO,606828966.0,3111505.0,87115.0,True,True,460589724.0
53,53.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Random Access Memories,album,spotify:track:69kOkLUCkxIZYexIgSG8rq,0.81,0.793,6.0,-9.404,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627.0,https://www.youtube.com/watch?v=CCHdMIEGaaM,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867.0,956073.0,19646.0,False,False,400304719.0
54,54.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Around the World,Homework,album,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,0.956,0.795,7.0,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,429533.0,https://www.youtube.com/watch?v=K0HSD_i2DvA,Daft Punk - Around The World (Official Music Video Remastered),Daft Punk,38218353.0,466569.0,11904.0,True,True,293417547.0
55,55.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,"Harder, Better, Faster, Stronger",Discovery,album,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6.0,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,224693.0,https://www.youtube.com/watch?v=gAjR4_CbPpQ,"Daft Punk - Harder, Better, Faster, Stronger (Official Video)",Daft Punk,121308880.0,1329678.0,70754.0,True,True,292668007.0
56,56.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Something About Us,Discovery,album,spotify:track:1NeLwFETswx8Fzxl2AFl91,0.875,0.475,9.0,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,232667.0,https://www.youtube.com/watch?v=sOS9aOIXPEk,Daft Punk - Something About Us (Official Video),Daft Punk,77464307.0,723914.0,23915.0,True,True,185381876.0
57,57.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,album,spotify:track:5CMjjywI0eZMixPeqNd75R,0.832,0.659,10.0,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893.0,https://www.youtube.com/watch?v=NF-kLy44Hls,Daft Punk - Lose Yourself to Dance (Official Version),DaftPunkVEVO,195983803.0,1115598.0,37436.0,True,True,274711166.0
58,58.0,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi,Veridis Quo,Discovery,album,spotify:track:2LD2gT7gwAurzdQDQtILds,0.605,0.687,9.0,-13.928,0.045,0.479,0.949,0.104,0.12,106.896,345187.0,https://www.youtube.com/watch?v=HhZaHf8RP6g,Daft Punk - Veridis Quo (Official Video),Daft Punk,23984070.0,216822.0,7260.0,True,True,90589464.0
