,Index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream
2044,2044.0,Eric Clapton,https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD,Lay Down Sally,Slowhand 35th Anniversary (Super Deluxe),album,spotify:track:6io0LJIP9ntX35hTfaxwQG,0.69,0.5,4.0,-16.145,0.0909,0.598,0.0288,0.11,0.586,191.539,236093.0,https://www.youtube.com/watch?v=9hQqP6RNnDE,Eric Clapton - Lay down Sally,honk1tonk1,9716981.0,46993.0,1639.0,False,False,64692929.0
2045,2045.0,Eric Clapton,https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD,My Father's Eyes,Pilgrim,album,spotify:track:2GGskYwS4j8LDMSDUJ8vrl,0.807,0.552,4.0,-6.568,0.0333,0.00886,0.000218,0.238,0.783,93.006,323440.0,https://www.youtube.com/watch?v=IigRv6B763k,Eric Clapton - My Father's Eyes (Official Music Video),Vittorio G,4275129.0,21581.0,1292.0,False,False,52388757.0
2046,2046.0,Eric Clapton,https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD,All Your Love - Stereo,Bluesbreakers,album,spotify:track:1yKah8BCP3Vgq2tPBOLKL0,0.321,0.625,2.0,-5.219,0.0302,0.491,5.08e-05,0.345,0.777,107.338,212600.0,https://www.youtube.com/watch?v=rUUEtCBhn_Q,All Your Love --- John Mayall's Bluesbreakers,WASPQueen,1607044.0,9072.0,597.0,False,False,
2047,2047.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,Knockin' On Heaven's Door,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),album,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,0.513,0.396,7.0,-13.061,0.0299,0.251,0.177,0.11,0.229,140.208,149880.0,https://www.youtube.com/watch?v=cJpB_AEZf6U,Bob Dylan - Knockin' on Heaven's Door (Official HD Video),BobDylanVEVO,30715115.0,115431.0,7178.0,True,True,289334811.0
2048,2048.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,Like a Rolling Stone,Highway 61 Revisited,album,spotify:track:3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0.0,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,369600.0,https://www.youtube.com/watch?v=IwOfCgkyEj0,Bob Dylan - Like a Rolling Stone (Official Audio),BobDylanVEVO,39704803.0,259693.0,13229.0,True,True,290340526.0
2049,2049.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,Blowin' in the Wind,The Freewheelin' Bob Dylan,album,spotify:track:18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2.0,-20.567,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427.0,https://www.youtube.com/watch?v=MMFj8uDubsE,Bob Dylan - Blowin' in the Wind (Official Audio),BobDylanVEVO,12634339.0,180796.0,4180.0,True,True,164239415.0
2051,2051.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,Hurricane,Desire,album,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,0.509,0.827,0.0,-7.715,0.0782,0.0409,0.0,0.12,0.743,135.601,512733.0,https://www.youtube.com/watch?v=bpZvg_FjL3Q,Bob Dylan - Hurricane (Official Audio),BobDylanVEVO,39795912.0,235601.0,9262.0,True,True,184267120.0
2052,2052.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,The Times They Are A-Changin',The Times They Are A-Changin',album,spotify:track:52vA3CYKZqZVdQnzRrdZt6,0.389,0.396,7.0,-7.999,0.0332,0.887,0.0,0.0828,0.585,171.86,192053.0,https://www.youtube.com/watch?v=90WD_ats6eE,Bob Dylan - The Times They Are A-Changin' (Official Audio),BobDylanVEVO,12595387.0,129508.0,6408.0,True,True,190928895.0
2053,2053.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,"Don't Think Twice, It's All Right",The Freewheelin' Bob Dylan,album,spotify:track:2WOjLF83vqjit2Zh4B69V3,0.6,0.243,4.0,-17.085,0.0366,0.89,0.0022,0.249,0.468,110.535,217400.0,https://www.youtube.com/watch?v=1iHhWh9FtsQ,"Bob Dylan - Don't Think Twice, It's All Right (Official Audio)",BobDylanVEVO,10930262.0,108001.0,3276.0,True,True,106638958.0
2054,2054.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,Mr. Tambourine Man,Bringing It All Back Home,album,spotify:track:3RkQ3UwOyPqpIiIvGVewuU,0.39,0.31,5.0,-14.545,0.0676,0.794,0.0,0.379,0.584,177.515,330533.0,https://www.youtube.com/watch?v=oecX_1pqxk0,Bob Dylan - Mr. Tambourine Man (Official Audio),BobDylanVEVO,5295666.0,49260.0,1859.0,True,True,93541470.0
2055,2055.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,"Lay, Lady, Lay",Nashville Skyline,album,spotify:track:4uYwlMp841PLJmj1gJJwIq,0.52,0.179,11.0,-21.976,0.0454,0.356,0.00344,0.131,0.407,155.746,197093.0,https://www.youtube.com/watch?v=LhzEsb2tNbI,"Bob Dylan - Lay, Lady, Lay (Official Audio)",BobDylanVEVO,7323624.0,69574.0,3934.0,True,True,80272696.0
2056,2056.0,Bob Dylan,https://open.spotify.com/artist/74ASZWbe4lXaubB36ztrGX,Shelter from the Storm,Blood On The Tracks,album,spotify:track:3y4Uza6K58JXQ7RYya8ZI5,0.486,0.241,4.0,-17.337,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,301133.0,https://www.youtube.com/watch?v=-gsDBuHwqbM,Bob Dylan - Shelter from the Storm (Official Audio),BobDylanVEVO,6813785.0,50731.0,3014.0,True,True,74765283.0
2057,2057.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Ain't No Sunshine,Just As I Am,album,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4.0,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093.0,https://www.youtube.com/watch?v=YuKfiH0Scao,Bill Withers - Ain't No Sunshine (Official Audio),BillWithersVEVO,18484730.0,299548.0,4704.0,True,True,545720692.0
2058,2058.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Lovely Day,Menagerie,album,spotify:track:0bRXwKfigvpKZUurwqAlEh,0.692,0.651,9.0,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,254560.0,https://www.youtube.com/watch?v=bEeaS6fuUoA,Bill Withers - Lovely Day (Official Audio),BillWithersVEVO,60056332.0,648554.0,23588.0,True,True,479283663.0
2059,2059.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Lean on Me,Still Bill,album,spotify:track:3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0.0,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,258835.0,https://www.youtube.com/watch?v=Lzoqh-9DlHQ,Bill Withers - Lean on me (1973),Les archives de la RTS,162375.0,2468.0,34.0,True,True,243988277.0
2060,2060.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Use Me,Still Bill,album,spotify:track:4gRA0i5sxx3jAhHaVjPnUN,0.758,0.586,11.0,-13.461,0.056,0.033,0.0028,0.0743,0.947,154.629,228327.0,https://www.youtube.com/watch?v=NuYDKzky4z0,Bill Withers - Use Me (Official Audio),BillWithersVEVO,3965032.0,48282.0,1098.0,True,True,115481172.0
2061,2061.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Grandma's Hands,Just As I Am,album,spotify:track:1qfDfZAvrkSAFrAR2FTQDv,0.731,0.312,4.0,-14.939,0.0878,0.593,1.69e-06,0.111,0.578,82.366,121080.0,https://www.youtube.com/watch?v=TdrChyGb574,Bill Withers - Grandma's Hands (Official Audio),BillWithersVEVO,3424667.0,54051.0,1460.0,True,True,65511503.0
2062,2062.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Who Is He (And What Is He to You)?,Still Bill,album,spotify:track:1KywyxekfDEp3Ym7YP7S25,0.921,0.313,1.0,-12.543,0.0368,0.104,0.00118,0.0821,0.957,99.3,194428.0,https://www.youtube.com/watch?v=T4JtCCWB6Y4,Bill Withers - Who Is He (And What Is He to You)? (Official Audio),BillWithersVEVO,1500200.0,16990.0,505.0,True,True,41887927.0
2063,2063.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Kissing My Love,Still Bill,album,spotify:track:262qk9k0LTyMXmjH9YT2xU,0.825,0.526,1.0,-13.079,0.183,0.3,0.000152,0.0552,0.891,93.654,231044.0,https://www.youtube.com/watch?v=HKXoYz_891A,Bill Withers- Kissing My Love(1972),GStrongRAW,822256.0,5188.0,250.0,False,False,16394770.0
2064,2064.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Can We Pretend,'Justments,album,spotify:track:0S5ZoKKZD3bllkvhEoPimZ,0.596,0.313,9.0,-13.487,0.044,0.853,0.201,0.0601,0.489,82.067,229573.0,https://www.youtube.com/watch?v=RKnd2qeKb08,Can We Pretend-Bill Withers-1974,Dustyologist II,230362.0,2619.0,140.0,False,False,12187074.0
2065,2065.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Ruby Lee,'Justments,album,spotify:track:0RTPZ8Yd44dsoR3uSkK9GT,0.836,0.311,0.0,-14.093,0.0568,0.553,0.00388,0.0999,0.963,113.101,197533.0,https://www.youtube.com/watch?v=KgnT-EVJqtI,Ruby Lee,Bill Withers - Topic,167332.0,2162.0,22.0,True,True,3531820.0
2066,2066.0,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,Sweet Wanomi,Just As I Am,album,spotify:track:0vJ3Y2MnDXi4hpxSeQdQEC,0.757,0.333,9.0,-11.706,0.0293,0.684,0.205,0.106,0.928,95.582,152773.0,https://www.youtube.com/watch?v=2dLB56e_LyU,Bill Withers - Sweet Wanomi,gebjgbtl571,155798.0,790.0,52.0,False,False,8227923.0
2067,2067.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,What A Wonderful World,What A Wonderful World,album,spotify:track:29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5.0,-20.652,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227.0,https://www.youtube.com/watch?v=rBrd_3VMC3c,Louis Armstrong - What A Wonderful World (Official Video),LouisArmstrongVEVO,5590762.0,119456.0,4058.0,True,True,421889199.0
2068,2068.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,Dream A Little Dream Of Me,What A Wonderful World,album,spotify:track:3HuJDcOWx0gE9Yng2uWY7K,0.461,0.185,2.0,-18.087,0.0502,0.604,0.0,0.121,0.405,95.509,196840.0,https://www.youtube.com/watch?v=OAVZuSoP8dk,"Ella Fitzgerald, Louis Armstrong - Dream A Little Dream Of Me (Audio)",EllaFitzgeraldVEVO,170188.0,3819.0,62.0,True,True,247837187.0
2069,2069.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,La vie en rose - Single Version,Highlights From His Decca Years,album,spotify:track:3yYfoYGVpriV4fG9L1ogsD,0.558,0.123,0.0,-10.396,0.0525,0.809,0.00121,0.0916,0.341,70.16,206333.0,https://www.youtube.com/watch?v=8IJzYAda1wA,La vie en rose - Louis Armstrong,IIIIvideowatcherIIII,58319648.0,632632.0,17438.0,False,False,209004792.0
2070,2070.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,Cool Yule,Louis Wishes You a Cool Yule,album,spotify:track:33GkcZ89Aj254FaJoFwCl9,0.568,0.505,0.0,-8.041,0.128,0.676,1.67e-05,0.516,0.692,149.439,176699.0,https://www.youtube.com/watch?v=F12a21dx144,Louis Armstrong - Cool Yule (Lyric Video) ft. The Commanders,LouisArmstrongVEVO,185989.0,1254.0,30.0,True,True,60505094.0
2071,2071.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,Cheek To Cheek,The Complete Ella And Louis On Verve,album,spotify:track:33jt3kYWjQzqn3xyYQ5ZEh,0.663,0.264,0.0,-14.571,0.0914,0.706,0.0,0.1,0.657,122.482,354533.0,https://www.youtube.com/watch?v=20iOlPwz0J0,"Ella Fitzgerald, Louis Armstrong - Cheek To Cheek (Official Video)",EllaFitzgeraldVEVO,1666028.0,22988.0,246.0,True,True,119915913.0
2072,2072.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,Summertime,Porgy And Bess,album,spotify:track:2gNjmvuQiEd2z9SqyYi8HH,0.172,0.0696,11.0,-21.295,0.0339,0.916,0.00199,0.137,0.103,167.974,298133.0,https://www.youtube.com/watch?v=h3kQt14_5OQ,Ella Fitzgerald & Louis Armstrong - Summertime - with lyric,andrebtw,3386164.0,28977.0,869.0,False,False,98732181.0
2073,2073.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,"Hello, Dolly!","Hello, Dolly! (Remastered)",album,spotify:track:63kd4m3VFxcJjPVVtbVNAu,0.0,0.405,0.0,-9.935,0.0,0.842,0.00114,0.198,0.0,0.0,147000.0,https://www.youtube.com/watch?v=l7N2wssse14,Louis Armstrong - Hello Dolly,Austin Casey,12691825.0,98026.0,4050.0,False,False,22358910.0
2074,2074.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,"'Zat You, Santa Claus? - Single Version",Louis Wishes You a Cool Yule,album,spotify:track:4Kh0X8pMk2yIFf4jnGXrTZ,0.683,0.514,5.0,-9.168,0.252,0.325,0.0,0.161,0.654,122.097,169093.0,https://www.youtube.com/watch?v=cqIpxPvhb_8,"Louis Armstrong, The Commanders - 'Zat You, Santa Claus? (Visualizer)",LouisArmstrongVEVO,134622.0,2434.0,71.0,True,True,23564627.0
2075,2075.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,I've Got My Love To Keep Me Warm,Ella And Louis Again,album,spotify:track:5OLmn2zkijgVleNhMRjYQp,0.523,0.427,0.0,-11.556,0.0766,0.774,0.0,0.448,0.784,110.577,189040.0,https://www.youtube.com/watch?v=V4BsSAsuLdU,"Ella Fitzgerald, Louis Armstrong - I've Got My Love To Keep Me Warm (Official Video)",LouisArmstrongVEVO,68125.0,1190.0,35.0,True,True,18144945.0
2076,2076.0,Louis Armstrong,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek,A Kiss To Build A Dream On - Single Version,Satchmo Serenades,album,spotify:track:5y8zb3grlQonjdqd27K39T,0.723,0.0811,0.0,-14.113,0.0631,0.779,0.0,0.509,0.36,88.044,181493.0,https://www.youtube.com/watch?v=fHjZQb-kGek,Louis Armstrong - A Kiss to Build a Dream On,4z73c,6516929.0,73247.0,,False,False,57364820.0
2077,2077.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Only Time,A Day Without Rain,album,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,3.0,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803,218547.0,https://www.youtube.com/watch?v=7wfYIMyS_dI,Enya - Only Time (Official 4K Music Video),enyatv,227541008.0,2030885.0,95284.0,True,True,247417162.0
2078,2078.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Caribbean Blue,Shepherd Moons,album,spotify:track:31TAub5WKWEsVTJcdksxq7,0.386,0.319,4.0,-16.512,0.0332,0.776,0.965,0.106,0.661,157.614,239600.0,https://www.youtube.com/watch?v=Jl8iYAo90pE,Enya - Caribbean Blue (Official 4k Music Video),enyatv,60428588.0,353981.0,12469.0,True,True,
2079,2079.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,A Day Without Rain,A Day Without Rain,album,spotify:track:0y6DSMwFO6cLKN1XB85cGV,0.23,0.159,5.0,-16.315,0.0323,0.907,0.924,0.102,0.039,70.614,156880.0,https://www.youtube.com/watch?v=81gfs4sd76E,A Day Without Rain,Enya - Topic,2792923.0,18778.0,147.0,True,True,61328614.0
2080,2080.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,May It Be,The Very Best of Enya (Deluxe Edition),compilation,spotify:track:0zvv76DEro0MMox8eLbK7D,0.151,0.172,9.0,-17.018,0.0383,0.981,0.0238,0.133,0.103,81.397,209693.0,https://www.youtube.com/watch?v=zbN-pjV4R7o,Enya - May it be,xymox18,801756.0,7778.0,395.0,False,False,154953806.0
2081,2081.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Orinoco Flow,Watermark,album,spotify:track:14EUcXXpqrC03Dzzdj8bGr,0.685,0.307,0.0,-17.283,0.0305,0.797,0.28,0.0988,0.559,114.981,266194.0,https://www.youtube.com/watch?v=LTrk4X9ACtw,Enya - Orinoco Flow (Official 4K Music Video),enyatv,40696828.0,321166.0,17448.0,True,True,
2082,2082.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Wild Child,A Day Without Rain,album,spotify:track:4MJ4El9vcKHOQT2RNIhrh2,0.6,0.372,0.0,-10.477,0.0256,0.726,0.59,0.154,0.553,79.705,227493.0,https://www.youtube.com/watch?v=Wkk0puI6NfA,Enya - Wild Child (video),enyatv,2442180.0,19494.0,1226.0,True,True,69803747.0
2083,2083.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Aníron,The Very Best of Enya (Deluxe Edition),compilation,spotify:track:0vDwe7rbzdVeGsfelTTrG5,0.177,0.305,1.0,-14.082,0.036,0.937,0.827,0.0913,0.035,128.585,164613.0,https://www.youtube.com/watch?v=iMyo8I8AKmY,Enya - Aniron (Extended) HD,Starfishrider,30430584.0,136901.0,7316.0,False,False,24307229.0
2084,2084.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Amarantine,Amarantine,album,spotify:track:0VmzazQQ0Mo1vJldr5NxTW,0.54,0.279,8.0,-12.031,0.0317,0.908,0.0414,0.109,0.218,79.71,190533.0,https://www.youtube.com/watch?v=IQU4DoE1eBg,Enya - Amarantine (video),enyatv,20219785.0,64841.0,2624.0,True,True,40281170.0
2085,2085.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Watermark,Watermark,album,spotify:track:2m8MwTvNHBYIqieOoQeyuY,0.303,0.0861,10.0,-20.265,0.0336,0.969,0.946,0.109,0.0401,135.452,144242.0,https://www.youtube.com/watch?v=bPCdsa7hS7M,Enya - Watermark (Official Video),enyatv,2060845.0,33082.0,1066.0,True,True,
2086,2086.0,Enya,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4,Echoes in Rain,Dark Sky Island,album,spotify:track:3WdBXPv7WUY9fZ6YyTpX6M,0.693,0.396,9.0,-9.428,0.0298,0.826,0.803,0.0847,0.499,93.875,215453.0,https://www.youtube.com/watch?v=OWFc5mkABNo,Enya - Echoes In Rain (Official Video),enyatv,10067654.0,78402.0,3626.0,True,True,60858237.0
2087,2087.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Last Resort,Infest,album,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4.0,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907.0,https://www.youtube.com/watch?v=j0lSpNtjPM8,Papa Roach - Last Resort (Squeaky Clean Version) (Official Music Video),PapaRoachVEVO,185069943.0,1279548.0,32027.0,True,True,874149540.0
2088,2088.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Scars,Getting Away With Murder,album,spotify:track:1UREw2MCfU0xwBzCAjxlUD,0.384,0.921,11.0,-3.334,0.055,0.0948,0.0,0.168,0.471,89.922,208186.0,https://www.youtube.com/watch?v=eHbNU9WuVgw,Papa Roach - Scars (Official Music Video),PapaRoachVEVO,119353178.0,727898.0,22581.0,True,True,207450492.0
2089,2089.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Between Angels And Insects,Infest,album,spotify:track:24z528iI9kZu5LbkLainjI,0.519,0.961,2.0,-3.214,0.0642,0.000207,0.000419,0.195,0.344,93.466,234467.0,https://www.youtube.com/watch?v=H2jCbXiEQI4,Papa Roach - Between Angels And Insects,PapaRoachVEVO,91145672.0,459142.0,15761.0,True,True,83658884.0
2090,2090.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Help,Crooked Teeth (Deluxe),album,spotify:track:6EaGMOSWL2LndwY6gClBaD,0.383,0.9,7.0,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96,214797.0,https://www.youtube.com/watch?v=HYLTsdeO2uA,Papa Roach - HELP (Official Video),PapaRoachVEVO,28838886.0,246229.0,6554.0,True,True,142535144.0
2091,2091.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Last Resort (Reloaded),Last Resort (Reloaded),single,spotify:track:52KlXDEkCkgZxuMjSqzY4L,0.639,0.684,2.0,-5.619,0.0353,0.00966,0.0,0.194,0.465,88.05,137297.0,https://www.youtube.com/watch?v=GYDTcCf0xvw,Papa Roach x Jeris Johnson - Last Resort Reloaded (Official Music Video),Papa Roach,10163917.0,156422.0,5943.0,True,True,41921153.0
2092,2092.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Swerve - Rockzilla Remix,Swerve (Rockzilla Remix),single,spotify:track:2nUicn7YuS1bo2DqgELtj0,0.585,0.912,10.0,-4.804,0.0889,0.00258,0.0,0.108,0.828,165.035,167832.0,https://www.youtube.com/watch?v=Fk9rTJYfEIY,Papa Roach - Swerve feat. FEVER 333 & Sueco [Official Music Video],Papa Roach,2671967.0,46470.0,1776.0,True,True,1512674.0
2093,2093.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Kill The Noise,Ego Trip,album,spotify:track:2DyDyOW1hRYFFaMhBCAHJ9,0.533,0.865,0.0,-5.469,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,188127.0,https://www.youtube.com/watch?v=_90GB5T73XI,Papa Roach - Kill The Noise [Official Music Video],Papa Roach,3591606.0,76192.0,2930.0,True,True,34341994.0
2094,2094.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Born For Greatness,Crooked Teeth (Deluxe),album,spotify:track:5cRPdqpWkaNmIbPi6wJDg2,0.525,0.85,9.0,-5.469,0.0678,0.0571,0.0,0.0555,0.275,134.115,227847.0,https://www.youtube.com/watch?v=6enZdk9LTqs,Papa Roach - Born For Greatness (Official Video),Better Noise Music,11509365.0,129891.0,3397.0,True,True,128199963.0
2095,2095.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,She Loves Me Not,lovehatetragedy,album,spotify:track:1eRgyfyizDWISeS99kwLNC,0.598,0.955,2.0,-4.52,0.0916,0.00122,0.0,0.243,0.402,119.126,209573.0,https://www.youtube.com/watch?v=aoZEtBQJN4c,Papa Roach - She Loves Me Not,PapaRoachVEVO,42034188.0,205379.0,7064.0,True,True,50637665.0
2096,2096.0,Papa Roach,https://open.spotify.com/artist/4RddZ3iHvSpGV4dvATac9X,Blood Brothers,Infest,album,spotify:track:2Ll44WxlG2eiqL6NtEnf8M,0.475,0.958,2.0,-3.322,0.0581,0.000277,2.2e-06,0.432,0.624,169.16,213867.0,https://www.youtube.com/watch?v=YVQCP2jpyXs,Papa Roach - Blood Brothers Music Video [HD],a7xfan209,89435.0,836.0,36.0,False,False,48053766.0
2097,2097.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,Crazy Train,Blizzard Of Ozz (40th Anniversary Expanded Edition),album,spotify:track:7ACxUo21jtTHzy7ZEV56vU,0.454,0.913,9.0,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688,293183.0,https://www.youtube.com/watch?v=FVovq9TGBw0,"OZZY OSBOURNE - ""Crazy Train"" (Official Video)",Ozzy Osbourne,11765529.0,109771.0,3515.0,True,True,508646337.0
2098,2098.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,No More Tears,No More Tears (Expanded Edition),album,spotify:track:7w6PJe5KBPyvuRYxFkPssC,0.346,0.749,6.0,-6.506,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240.0,https://www.youtube.com/watch?v=CprfjfN5PRs,"OZZY OSBOURNE - ""No More Tears"" (Official Video)",Ozzy Osbourne,81860216.0,492083.0,17933.0,False,True,108213989.0
2099,2099.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,"Mama, I'm Coming Home",No More Tears (Expanded Edition),album,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,0.282,0.656,8.0,-6.557,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867.0,https://www.youtube.com/watch?v=K0siYUjV9UM,"OZZY OSBOURNE - ""Mama, I'm Coming Home"" (Official Video)",Ozzy Osbourne,87619028.0,625969.0,18138.0,True,True,163396089.0
2100,2100.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,Bark at the Moon,Bark At The Moon (Expanded Edition),album,spotify:track:2E7W1X4maFFcjHrVrFA7Vs,0.303,0.961,9.0,-5.333,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120.0,https://www.youtube.com/watch?v=LplPi2CxNHI,Ozzy Osbourne - Bark at the Moon (Official Music Video),Ozzy Osbourne,1019839.0,27848.0,1372.0,False,True,105062298.0
2101,2101.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,Mr. Crowley,Blizzard Of Ozz (40th Anniversary Expanded Edition),album,spotify:track:2ov8L95QD25TLpZAZPYWXL,0.307,0.748,2.0,-6.514,0.0568,0.212,0.000153,0.368,0.347,108.227,302648.0,https://www.youtube.com/watch?v=G3LvhdFEOqs,"OZZY OSBOURNE - ""Mr. Crowley"" 1981 (Live Video)",Ozzy Osbourne,67774475.0,437714.0,29179.0,False,True,49562922.0
2102,2102.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,I Don't Wanna Stop,Black Rain (Expanded Edition),album,spotify:track:5axOkQnmQmwtjr4bv1Xt7i,0.578,0.937,5.0,-3.926,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,239827.0,https://www.youtube.com/watch?v=Yt_Bu1r-Ovg,I Don't Wanna Stop,DerekAly99,8595998.0,50895.0,2900.0,False,False,57845850.0
2103,2103.0,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,Shot in the Dark,The Ultimate Sin,album,spotify:track:31dqpLUModJWNbxrXu6TWd,0.581,0.791,6.0,-7.262,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256293.0,https://www.youtube.com/watch?v=crltUo_ZFbU,Ozzy Osbourne   Shot In The Dark Video Oficial HD,Gutenberg Music,3467581.0,41185.0,2876.0,False,False,59203763.0
